topic0,reserve0,reserve1,blockNum,index
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b9507e397b0000000000000000000000000000000000000000000008b0d22d235b1f451e76,14838919,223,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b951fdbf170000000000000000000000000000000000000000000008b0d20010409c8b815c,14838921,153,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b9230ada380000000000000000000000000000000000000000000008b0d78d262212b3815c,14838925,507,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b91a1e6a8a0000000000000000000000000000000000000000000008b0d89b4226b88fc55c,14838930,166,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b910cfb5020000000000000000000000000000000000000000000008b0d9b4fd14c340055c,14838931,74,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b905130af80000000000000000000000000000000000000000000008b0db18428d20ca055c,14838932,375,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b922e06ff80000000000000000000000000000000000000000000008b0d79791889b985ba1,14838935,74,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b921b698e00000000000000000000000000000000000000000000008b0d7bac8e65cee63a1,14838938,169,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b836fbaae50000000000000000000000000000000000000000000008b0f37c364dabb663a1,14838942,100,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b7bfc616e50000000000000000000000000000000000000000000008b1019503fa9529966e,14838945,315,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b7bf2156c30000000000000000000000000000000000000000000008b101a87f9198b8c9cc,14838948,106,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b778b818d00000000000000000000000000000000000000000000008b109fc2063c9f4c9cc,14838948,122,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b82b8876d00000000000000000000000000000000000000000000008b0f4f7423f4af5ce97,14838950,507,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b7e5a6039f0000000000000000000000000000000000000000000008b0fd3ada16df71957d,14838951,83,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b7efe76a680000000000000000000000000000000000000000000008b0fc063f53a1fd440e,14838953,124,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b7feb9eff50000000000000000000000000000000000000000000008b0fa48385b2e64716f,14838957,284,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b74f427ace0000000000000000000000000000000000000000000008b10f0847aef9a9cbec,14838967,578,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b74e486daa0000000000000000000000000000000000000000000008b10f25d9fd9c28b52a,14838982,299,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b74b45f1d60000000000000000000000000000000000000000000008b10f80f869edbc133d,14838984,500,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b75a2ca4560000000000000000000000000000000000000000000008b10dc08a7e4e7083e5,14838985,220,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b719d4ff460000000000000000000000000000000000000000000008b1155c860a05fd0f2a,14838985,250,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b7517e574d0000000000000000000000000000000000000000000008b10ed172fe1c66bcff,14838990,154,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b7051addb30000000000000000000000000000000000000000000008b117da25fd2c81f3be,14838991,5,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b68fc36a440000000000000000000000000000000000000000000008b125badcb0d3e5f3be,14838995,17,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b69e635ff20000000000000000000000000000000000000000000008b12402b6bddb73690e,14838997,6,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b699ba9f030000000000000000000000000000000000000000000008b1248fc80d886e7340,14839010,192,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b6cdec39370000000000000000000000000000000000000000000008b11e6cfaf963e2b44c,14839018,386,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b7098b24a30000000000000000000000000000000000000000000008b1176ab34720389134,14839020,100,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b6b12fc9be0000000000000000000000000000000000000000000008b121ddd4e2b0866793,14839028,521,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b69defd4fe0000000000000000000000000000000000000000000008b12424a93256a30593,14839031,23,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b54da2c9570000000000000000000000000000000000000000000008b14beba274248a4ffa,14839032,24,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b5651c9eff0000000000000000000000000000000000000000000008b14929030897bb5b10,14839034,178,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b0a5d0ad5d0000000000000000000000000000000000000000000008b1d8f2e00391dd8181,14839034,334,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b089601b680000000000000000000000000000000000000000000008b1dc50809f1cd5e936,14839037,72,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b08c1ac4280000000000000000000000000000000000000000000008b1dbfe50508ea55e58,14839040,567,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b0ae67eff60000000000000000000000000000000000000000000008b1d7f553090529660a,14839041,44,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b08e09c9850000000000000000000000000000000000000000000008b1dbc9f4a1ba8dec74,14839042,124,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b0944412f70000000000000000000000000000000000000000000008b1db0e68622fce4b0d,14839043,289,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b0622bc6380000000000000000000000000000000000000000000008b1e0fc21cec7629e01,14839044,143,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b0517fc0d20000000000000000000000000000000000000000000008b1e2f53fb4a9c7021f,14839044,247,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b30fd1014f0000000000000000000000000000000000000000000008b19059564adf39a5dd,14839044,258,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b30b2a6a300000000000000000000000000000000000000000000008b190e633c1e491c5dd,14839044,303,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b346c534300000000000000000000000000000000000000000000008b189e3b088534fd8a3,14839044,601,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b34245824c0000000000000000000000000000000000000000000008b18a6bf31c50662ec6,14839046,355,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b36a3df6260000000000000000000000000000000000000000000008b185b89531778f2c57,14839053,40,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b3983704f90000000000000000000000000000000000000000000008b1805087f937d278a1,14839059,220,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b3e210a8b90000000000000000000000000000000000000000000008b177a144272194f282,14839062,492,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b3d4b28c070000000000000000000000000000000000000000000008b179361ebfab7f933d,14839071,283,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b3fc7c951c0000000000000000000000000000000000000000000008b1748848d41d3bb5db,14839073,149,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b3df2903000000000000000000000000000000000000000000000008b1780076810714b5db,14839076,280,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b3cd1abf9a0000000000000000000000000000000000000000000008b17a234d5e75853d8b,14839077,139,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b4af9a259a0000000000000000000000000000000000000000000008b15f80ef7950d4bd13,14839081,39,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b526cfb99a0000000000000000000000000000000000000000000008b1517c93f22844265b,14839081,419,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b5371d3fd60000000000000000000000000000000000000000000008b14f91dadb7796b36f,14839081,722,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b53ec71c580000000000000000000000000000000000000000000008b14eab2e2e29a4c242,14839090,444,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b95bf1ae540000000000000000000000000000000000000000000008b0d2dd773252f4b9c3,14839094,35,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b970c5ade00000000000000000000000000000000000000000000008b0d06acf151c463094,14839095,70,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b95ad472610000000000000000000000000000000000000000000008b0d302f7b593ddaa67,14839100,57,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b932ec5f160000000000000000000000000000000000000000000008b0d7bae3e86b7faa67,14839101,6,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b956bee7560000000000000000000000000000000000000000000008b0d38515c59447a83d,14839101,131,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b86c02dece0000000000000000000000000000000000000000000008b0ef46832ce30fa83d,14839108,37,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b8783ce5160000000000000000000000000000000000000000000008b0edd69c6b47cda2ee,14839109,119,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b821e5b8930000000000000000000000000000000000000000000008b0f80c4dfb16334b15,14839115,88,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049b8979630380000000000000000000000000000000000000000000008b0ea36fd32860fdac4,14839127,117,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049c2b7c8b6360000000000000000000000000000000000000000000008afb9b268621e3349f0,14839147,188,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049c2a46190e90000000000000000000000000000000000000000000008afbbfd2070c17292ba,14839151,173,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049c2ba23481b0000000000000000000000000000000000000000000008afb96f2c897a985b40,14839152,131,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049c2c27db23a0000000000000000000000000000000000000000000008afb87419796f6af021,14839153,258,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049cc313779e10000000000000000000000000000000000000000000008ae9d141c8d3c39b4a4,14839155,59,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049cd229d92610000000000000000000000000000000000000000000008ae80c3e902a48d3635,14839155,69,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049cdf962365d0000000000000000000000000000000000000000000008ae6793ecbc9a9d3d41,14839162,144,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049ce52ca655d0000000000000000000000000000000000000000000008ae5d17d3c45946e2a6,14839163,185,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049d8b5b8631c0000000000000000000000000000000000000000000008ad2574f916020eeddc,14839163,267,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e28dbc91580000000000000000000000000000000000000000000008abfe6ad800f9b328ee,14839165,268,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e2a7c4ca7b0000000000000000000000000000000000000000000008abfb5f04667b08ff80,14839169,469,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e2a1e402410000000000000000000000000000000000000000000008abfc1029a2b2361b42,14839170,75,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e2c1f9ed110000000000000000000000000000000000000000000008abf84f01404bd01ee9,14839175,98,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e2bbfb26ca0000000000000000000000000000000000000000000008abf903addc5faf0c14,14839176,189,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e2aa6a98320000000000000000000000000000000000000000000008abfb1504a6b768a3b8,14839177,191,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e2e60562320000000000000000000000000000000000000000000008abf41b8407c61b67e5,14839179,198,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e347d50e720000000000000000000000000000000000000000000008abe8a999f12a99e817,14839179,356,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e39f87e6860000000000000000000000000000000000000000000008abde66b565ebb8a1cc,14839181,253,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e40ad1b8860000000000000000000000000000000000000000000008abd1d9291f80ac9e92,14839182,434,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e2707d5a400000000000000000000000000000000000000000000008ac0226616ebd6bde92,14839183,13,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e287cbe08e0000000000000000000000000000000000000000000008abff6c2ff4f29633da,14839188,61,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e2374718d50000000000000000000000000000000000000000000008ac08e6d4282cffe7d5,14839188,80,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e171986b1a0000000000000000000000000000000000000000000008ac202cd8dfa80ec197,14839192,5,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e13683a0070000000000000000000000000000000000000000000008ac27219ca2de2c97a9,14839201,163,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e0c0a604a10000000000000000000000000000000000000000000008ac35025356859097a9,14839205,2,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e0b0f641db0000000000000000000000000000000000000000000008ac36db29fe66bbd461,14839206,515,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e0cec3a6db0000000000000000000000000000000000000000000008ac335e386192443816,14839208,177,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e08b7687ce0000000000000000000000000000000000000000000008ac3b4ae27db46a3ba2,14839210,24,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e082b36b6f0000000000000000000000000000000000000000000008ac3c5301bcde6f77a2,14839221,81,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e093b669480000000000000000000000000000000000000000000008ac3a5549aac5ab1012,14839225,459,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e081228ca80000000000000000000000000000000000000000000008ac3c8547de29827554,14839226,337,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e025c2b44f0000000000000000000000000000000000000000000008ac4747af616def9897,14839226,438,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e00e308bf30000000000000000000000000000000000000000000008ac4a0e3a5229039897,14839226,450,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049e01539a4550000000000000000000000000000000000000000000008ac493b699d754d38cf,14839233,18,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049dffcf35bf50000000000000000000000000000000000000000000008ac4c172bb6b81605b6,14839240,461,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049dfea7db2860000000000000000000000000000000000000000000008ac4e43a4771102690c,14839243,67,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049dfe0ec624a0000000000000000000000000000000000000000000008ac4f641050858d3f0c,14839244,68,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049dfdfc152ba0000000000000000000000000000000000000000000008ac4f8747ae46e3470c,14839248,351,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,000000000000000000000000000000000000000000000000000049dfdbcfb8ad0000000000000000000000000000000000000000000008ac4ffe2ac2a015840f,14839249,389,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,00000000000000000000000000000000000000000000000000004a09adb2ae490000000000000000000000000000000000000000000008a76d9d72644a4375a1,14839256,16,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,00000000000000000000000000000000000000000000000000004a1238187cfc0000000000000000000000000000000000000000000008a66eef948d45c82bf6,14839256,106,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,00000000000000000000000000000000000000000000000000004a1244043efc0000000000000000000000000000000000000000000008a66d8c430f4076a61d,14839261,66,
0x1c411e9a96e071241c2f21f7726b17ae89e3cab4c78be50e062b03a9fffbbad1,00000000000000000000000000000000000000000000000000004a136c4811b00000000000000000000000000000000000000000000008a64b0e454fae385f10,14839263,344,
